fid,FIRED_ID,GID,INCIDENT_ID,INCIDENT_NUMBER,INCIDENT_NAME,INCTYP_ABBREVIATION,FINAL_ACRES,CAUSE,COMPLEX,DISCOVERY_DATE,DISCOVERY_DOY,EXPECTED_CONTAINMENT_DATE,FATALITIES,FUEL_MODEL,INCIDENT_DESCRIPTION,INC_IDENTIFIER,INJURIES_TOTAL,LL_CONFIDENCE,LL_UPDATE,LOCAL_TIMEZONE,POO_CITY,POO_COUNTY,POO_SHORT_LOCATION_DESC,POO_STATE,PROJECTED_FINAL_IM_COST,START_YEAR,SUPPRESSION_METHOD,STR_DAMAGED_TOTAL,STR_DAMAGED_COMM_TOTAL,STR_DAMAGED_RES_TOTAL,STR_DESTROYED_TOTAL,STR_DESTROYED_COMM_TOTAL,STR_DESTROYED_RES_TOTAL,FATALITIES_RESPONDER,FATALITIES_PUBLIC,FINAL_REPORT_DATE,INCIDENT_ID_OLD,INC_MGMT_NUM_SITREPS,PEAK_EVACUATIONS,STR_THREATENED_MAX,STR_THREATENED_COMM_MAX,STR_THREATENED_RES_MAX,TOTAL_AERIAL_SUM,TOTAL_PERSONNEL_SUM,WF_PEAK_AERIAL,WF_PEAK_AERIAL_DATE,WF_PEAK_AERIAL_DOY,WF_PEAK_PERSONNEL,WF_PEAK_PERSONNEL_DATE,WF_PEAK_PERSONNEL_DOY,WF_CESSATION_DATE,WF_CESSATION_DOY,WF_MAX_FSR,WF_MAX_GROWTH_DATE,WF_MAX_GROWTH_DOY,WF_GROWTH_DURATION,SUP_SERIES,SUP_METHOD_INITIAL,SUP_METHOD_FINAL,SUP_PERCENT_FS,FOD_ID_LIST,FOD_FIRE_NUM,MTBS_FIRE_LIST,FOD_DISCOVERY_DOY,FOD_CONTAIN_DOY,FOD_CAUSE,FOD_FINAL_ACRES,FOD_FIRE_LIST,FOD_COORD_LIST,FOD_CAUSE_NUM,FOD_COORD_NUM,MTBS_FIRE_NUM,LRGST_FOD_ID,LRGST_FOD_LATITUDE,LRGST_FOD_LONGITUDE,LRGST_MTBS_FIRE_INFO,LRGST_FOD_COORDS,POO_LONGITUDE,POO_LATITUDE,STUSPS,Event_ID,Incid_Name,MTBS_Ig_Date,MTBS_Ig_Year,MTBS_Ig_Month,BurnBndAc,MTBS_ACRE_DIFF,MTBS_PERC_DIFF,MTBS_DATE_DIFF,ig_date,ig_day,ig_month,ig_year,last_date,event_dur,tot_pix,tot_ar_km2,fsr_px_dy,fsr_km2_dy,mx_grw_px,mn_grw_px,mu_grw_px,mx_grw_km2,mn_grw_km2,mu_grw_km2,mx_grw_dte,ig_utm_x,ig_utm_y,tot_perim,tot_ar_ac,FIRED_ACRE_DIFF,FIRED_DATE_DIFF,FIRED_PERC_DIFF,PREDICTED_ACRES,mx_grw_ha,tot_ar_ha,mx_grw_pct
"68",159653,34133,2020_11811347_SARPY,"200897",Sarpy,WF,52010,U,false,2020/09/02 15:08:00+00,246,,0,Timber (Grass and Understory),,11811347,0,,,US/Mountain,Hardin,,20 miles East of Hardin,MT,950000,2020,FS,0,0,0,0,0,0,,,2020/09/10 13:00:00+00,2020_200897_SARPY,9,,140,10,100,8,667,1,2020/09/03 17:45:00+00,247,137.5,2020/09/05 18:15:00+00,249,2020/09/04 14:00:00+00,248,46351,2020/09/03 17:45:00+00,247,2,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[400644416],1,['MT4571710705620200902-SARPY'],246,,['Natural'],52010,"[{'ID': 400644416, 'MTBS_ID': 'MT4571710705620200902(SARPY)', 'COORDS': (45.71650698, -107.0561115), 'CAUSE': 'Natural', 'SIZE': 52010.0, 'DISC': 246, 'CONT': 'unknown'}]","[(45.71650698, -107.0561115)]",1,1,1,400644416,45.71650698,-107.0561115,MT4571710705620200902(SARPY),"(45.71650698, -107.0561115)",-107.0561,45.7165,MT,MT4571710705620200902,SARPY,2020/09/02,2020,9,51619,391,0.757473023499099,0.630555555555556,2020-08-30,243,8,2020,2020-09-07,9,967,207.574937077694,107.444444444444,23.0638818975215,876,1,797.943123061013,188.040997807714,0.214658673296478,171.285412162325,2020-09-04,-8318548.16889248,5082308.84394898,127882.309761705,51292.8048265835,326.195173416483,3.46388888888889,0.631928501940144,60072.6115675827,18804.0997807714,20757.4937077694,90.5894519131334
"69",159656,34429,2020_11930517_SLATER,"007035",SLATER,WF,157270,U,false,2020/09/08 08:43:00+00,252,,2,Timber (Litter and Understory),,11930517,13,,,US/Pacific,Happy Camp,,Community of Happy Camp and surrounding area,CA,55043900,2020,FS,435,1,10,440,1,202,0,2,2020/11/16 17:15:00+00,2020_007035_SLATER,72,2500,5120,,5120,368,16193.4110944611,19,2020/10/03 19:15:00+00,277,435.875,2020/09/27 19:00:00+00,271,2020/09/22 19:00:00+00,266,65000,2020/09/09 19:45:00+00,253,14,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,13.8888888888889,[400633284],1,['CA4185812335420200908-SLATER'],252,347,['Missing data/not specified/undetermined'],157270,"[{'ID': 400633284, 'MTBS_ID': 'CA4185812335420200908(SLATER)', 'COORDS': (41.85803117, -123.35359790000001), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 157270.0, 'DISC': 252, 'CONT': 347.0}]","[(41.85803117, -123.35359790000001)]",1,1,1,400633284,41.85803117,-123.3535979,CA4185812335420200908(SLATER),"(41.85803117, -123.35359790000001)",-123.353584,41.858026,CA,CA4185812335420200908,SLATER,2020/09/08,2020,9,157784,514,0.325761800943061,0.363194444444444,2020-08-30,243,8,2020,2020-10-01,33,2574,552.531425065133,78,16.7433765171252,968,1,540.685314685315,207.78959575099,0.214658673296478,116.062792321238,2020-09-15,-10209790.6777594,4661620.89734163,335406.406766212,136533.27779072,21250.7222092802,9.19652777777778,13.4682364557118,159185.535077259,20778.959575099,55253.1425065133,37.6068376068376
"70",159659,34437,2020_11941464_RIVERSIDE,"000859",RIVERSIDE,WF,138054,H,false,2020/09/08 03:54:00+00,252,,0,Closed Timber Litter,,11941464,4,,,US/Pacific,Estacada,,"1/2 Mile SE of Estacada, OR.",OR,20482000,2020,MMS,140,1,10,139,3,56,0,0,2020/12/03 17:00:00+00,2020_000859_RIVERSIDE,71,42585,172972,2000,170972,111,9204.75339105338,6,2020/09/29 19:00:00+00,273,368.458333333333,2020/09/18 22:00:00+00,262,2020/09/12 22:00:00+00,256,92000,2020/09/09 19:45:00+00,253,4,"['MMS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'MMS', 'MMS', 'MMS']",MMS,MMS,8.45070422535211,[400632001],1,['OR4504912206220200908-RIVERSIDE'],252,338,['Missing data/not specified/undetermined'],138054,"[{'ID': 400632001, 'MTBS_ID': 'OR4504912206220200908(RIVERSIDE)', 'COORDS': (45.04908549, -122.0623143), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 138054.0, 'DISC': 252, 'CONT': 338.0}]","[(45.04908549, -122.0623143)]",1,1,1,400632001,45.04908549,-122.0623143,OR4504912206220200908(RIVERSIDE),"(45.04908549, -122.0623143)",-122.0623,45.04908,OR,OR4504912206220200908,RIVERSIDE,2020/09/08,2020,9,138190,136,0.0984152254142847,0.1625,2020-08-31,244,8,2020,2020-10-07,38,2567,551.028814352058,67.5526315789474,14.5007582724226,769,1,426.544994156603,165.072519764991,0.214658673296478,91.5615825469102,2020-09-12,-9588488.3248955,5018371.68906813,415072.194009021,136161.975170465,2028.02482953476,7.99583333333333,1.46756265253257,158753.80485662,16507.2519764991,55102.8814352058,29.9571484222828
"71",159669,34405,2020_11908866_CREEK,"001391",CREEK,WF,379895,U,false,2020/09/04 20:33:00+00,248,,0,Timber (Grass and Understory),,11908866,50,,,US/Pacific,Big Creek,,"Big Creek, Huntington Lake, Shaver Lake, Mammoth Pool, San Joaquin River Canyon",CA,193000000,2020,FS,784,5,44,853,12,570,0,0,2020/12/24 19:00:00+00,2020_001391_CREEK,138,13107,14074,,13824,1318.16666666667,69236.9295093795,18,2020/09/12 19:45:00+00,256,994.208333333334,2020/09/16 19:45:00+00,260,2020/10/25 19:30:00+00,299,56733,2020/09/07 19:45:00+00,251,51,"['MMS', 'MMS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",MMS,FS,5.79710144927536,[400629321],1,['CA3720111927220200905-CREEK'],248,359,['Missing data/not specified/undetermined'],379895,"[{'ID': 400629321, 'MTBS_ID': 'CA3720111927220200905(CREEK)', 'COORDS': (37.20100511, -119.2716127), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 379895.0, 'DISC': 248, 'CONT': 359.0}]","[(37.20100511, -119.2716127)]",1,1,1,400629321,37.20100511,-119.2716127,CA3720111927220200905(CREEK),"(37.20100511, -119.2716127)",-119.2716,37.201,CA,CA3720111927220200905,CREEK,2020/09/05,2020,9,381441,1546,0.405305145487769,0.14375,2020-09-01,245,9,2020,2020-10-27,57,6027,1293.74782395787,105.736842105263,22.6973302448749,799,2,346.111664177866,171.512279963886,0.429317346592955,74.2958706448567,2020-09-07,-10514187.1325183,4176069.17042038,692955.823925712,319691.556039109,61749.4439608906,3.68958333333333,16.1884653094163,372151.885344162,17151.2279963886,129374.782395787,13.2570101211216
"72",160142,34411,2020_11917747_MULLEN,"200752",MULLEN,WF,176878,U,false,2020/09/17 16:05:00+00,261,,0,Timber (Litter and Understory),Wildland Fire,11917747,2,,,US/Mountain,Saratoga,,38 Miles West of Laramie Wy,WY,42400000,2020,FS,66,0,0,66,0,32,0,0,2020/12/10 13:15:00+00,2020_200752_MULLEN,63,1200,300,,300,329.166666666667,9607.2742063492,14,2020/09/26 18:15:00+00,270,424.961904761905,2020/10/12 18:30:00+00,286,2020/10/08 18:30:00+00,282,33328,2020/09/26 07:30:00+00,270,21,"['PZP', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'MMS', 'MMS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'M', 'M', 'FS', 'FS', 'FS']",PZP,FS,11.1111111111111,[400513851],1,['WY4117610642220200917-MULLEN'],261,318,['Missing data/not specified/undetermined'],176878,"[{'ID': 400513851, 'MTBS_ID': 'WY4117610642220200917(MULLEN)', 'COORDS': (41.176389, -106.421944), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 176878.0, 'DISC': 261, 'CONT': 318.0}]","[(41.176389, -106.421944)]",1,1,1,400513851,41.176389,-106.421944,WY4117610642220200917(MULLEN),"(41.176389, -106.421944)",-106.422,41.17637,WY,WY4117610642220200917,MULLEN,2020/09/17,2020,9,179894,3016,1.67654285301344,0.670138888888889,2020-09-18,262,9,2020,2020-10-12,25,3209,688.839682608396,128.36,27.5535873043359,760,1,323.082268619508,163.140591705323,0.214658673296478,69.3524111474797,2020-09-27,-8908345.25703252,4569884.97946911,317776.52353812,170215.729770948,9678.27022905223,0.496527777777778,5.3799850073111,198349.633663846,16314.0591705323,68883.9682608396,23.6833904643191
"73",160406,34517,2020_11963496_GLASS,"015947",GLASS,WF,67484,U,false,2020/09/27 05:48:00+00,271,,0,Tall Grass (2.5 feet),,11963496,0,,,US/Pacific,Deer Park,,"West of the community of Angwin, North and East of the City of Santa Rosa",CA,59887000,2020,FS,1198,40,162,1520,356,653,0,0,2020/10/13 19:00:00+00,2020_015947_GLASS,33,23380,28835,2669,24977,262.5,26503.295959596,13,2020/09/30 19:45:00+00,274,1091.55555555556,2020/10/02 19:00:00+00,276,2020/10/04 19:45:00+00,278,25236,2020/09/28 19:45:00+00,272,7,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[400629626],1,['CA3855412253120200927-GLASS'],271,,['Equipment and vehicle use'],67484,"[{'ID': 400629626, 'MTBS_ID': 'CA3855412253120200927(GLASS)', 'COORDS': (38.55431299, -122.5309713), 'CAUSE': 'Equipment and vehicle use', 'SIZE': 67484.0, 'DISC': 271, 'CONT': 'unknown'}]","[(38.55431299, -122.5309713)]",1,1,1,400629626,38.55431299,-122.5309713,CA3855412253120200927(GLASS),"(38.55431299, -122.5309713)",-122.530958,38.554308,CA,CA3855412253120200927,GLASS,2020/09/27,2020,9,68020,536,0.788003528374008,0.241666666666667,2020-09-27,271,9,2020,2020-10-17,21,1105,237.197833992608,52.6190476190476,11.2951349520289,670,1,441.790950226244,143.82131110864,0.214658673296478,94.8342592499558,2020-09-29,-10668470.2671221,4283557.72065485,173278.955981428,58612.7707687433,9407.22923125668,0.075,13.8300929598011,68583.8644887622,14382.131110864,23719.7833992608,60.6334841628959
"74",23655,5249,2004_AK-FAS-73411193_BOUNDARY FIRE,AK-FAS-73411193,BOUNDARY FIRE,WF,537098,L,false,2004/06/13 13:45:00+00,165,,0,Hardwood Litter,,,22,,,,,Fairbanks Northstar,20 miles northeast of Fairbanks,AK,17711853.27,2004,,0,0,0,35,1,5,,,2004/09/02 18:30:00+00,,68,,500,12,330,223,23041,11,2004/07/17 21:00:00+00,199,865,2004/07/24 21:30:00+00,206,2004/08/25 22:00:00+00,238,74187.5,2004/06/30 23:01:00+00,182,73,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,[311398],1,['AK6526314694320040613-BOUNDARY'],165,274,['Natural'],537627,"[{'ID': 311398, 'MTBS_ID': 'AK6526314694320040613(BOUNDARY)', 'COORDS': (65.2663, -146.8858), 'CAUSE': 'Natural', 'SIZE': 537627.0, 'DISC': 165, 'CONT': 274.0}]","[(65.2663, -146.8858)]",1,1,1,311398,65.2663,-146.8858,AK6526314694320040613(BOUNDARY),"(65.2663, -146.8858)",-146.9,65.283333,AK,AK6526314694320040613,BOUNDARY,2004/06/13,2004,6,538167,1069,0.198637225991189,0.572916666666667,2004-06-14,166,6,2004,2004-09-08,87,11610,2492.1871969721,133.448275862069,28.6458298502541,2011,1,1087.18070628768,431.678591999216,0.214658673296478,233.372768045241,2004-07-01,-6893861.56556914,7239029.53938694,3881192.56450464,615831.917307792,77664.9173077918,0.59375,14.4313786069736,716487.574177095,43167.8591999216,249218.71969721,17.3212747631352
"75",23728,5247,2004_AK-DAS-412312_CAMP CREEK,AK-DAS-412312,CAMP CREEK,WF,175815,L,false,2004/06/23 13:00:00+00,175,2004-09-30 23:59:00,0,,,,6,,,,,FNSB,35 miles NE of Delta Jct. AK. Fire is located near the new Pogo Mine Rd.,AK,7019016,2004,,0,0,0,7,1,4,,,2004/09/16 17:15:00+00,,66,,108,80,28,163,8630,5,2004/08/28 18:00:00+00,241,272,2004/08/31 18:00:00+00,244,2004/08/26 16:30:00+00,239,52000,2004/07/02 20:00:00+00,184,64,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,[398734],1,['AK6455214506920040623-CAMP CREEK'],175,275,['Natural'],175815,"[{'ID': 398734, 'MTBS_ID': 'AK6455214506920040623(CAMP CREEK)', 'COORDS': (64.33333999, -145.1667), 'CAUSE': 'Natural', 'SIZE': 175815.0, 'DISC': 175, 'CONT': 275.0}]","[(64.33333999, -145.1667)]",1,1,1,398734,64.33333999,-145.1667,AK6455214506920040623(CAMP CREEK),"(64.33333999, -145.1667)",-145.216667,64.55,AK,AK6455214506920040623,CAMP CREEK,2004/06/23,2004,6,173441,2374,1.36876517086502,0.541666666666667,2004-06-18,170,6,2004,2004-09-03,78,3128,671.452330071382,40.1025641025641,8.60836320604336,726,1,357.133631713555,155.842196813243,0.214658673296478,76.6618315731845,2004-06-30,-6913320.69966331,7185285.26426966,1691099.41532746,165919.228022289,7521.77197771124,5.375,4.33679001949437,193353.898253588,15584.2196813243,67145.2330071382,23.2097186700767
"76",117684,24885,2015_2736460_HOLTNAKATNA,"000539",Holtnakatna,WF,198133,L,false,2015/06/22 21:30:00+00,173,,0,Timber (Grass and Understory),,2736460,0,,,US/Alaska,,,"36 miles South of Huslia, AK",AK,,2015,M,0,0,0,0,0,0,,,2015/07/18 23:00:00+00,2015_000539_HOLTNAKATNA,7,,3,,,,12,,2015/06/25 22:45:00+00,176,4,2015/07/03 20:45:00+00,184,2015/07/18 23:00:00+00,199,77165.5,2015/07/03 20:45:00+00,184,26,"['M', 'M', 'M', 'M', 'M', 'M', 'M']",M,M,0,[300218151],1,['AK6518415621520150623-HOLTNAKATNA'],173,253,['Natural'],213254.1,"[{'ID': 300218151, 'MTBS_ID': 'AK6518415621520150623(HOLTNAKATNA)', 'COORDS': (65.18433329999999, -156.2148333), 'CAUSE': 'Natural', 'SIZE': 213254.1, 'DISC': 173, 'CONT': 253.0}]","[(65.18433329999999, -156.2148333)]",1,1,1,300218151,65.1843333,-156.2148333,AK6518415621520150623(HOLTNAKATNA),"(65.18433329999999, -156.2148333)",-156.21,65.18,AK,AK6518415621520150623,HOLTNAKATNA,2015/06/23,2015,6,180266,17867,9.91146416961601,0.104166666666667,2015-06-21,172,6,2015,2015-08-29,70,3228,692.918197401029,46.1142857142857,9.89883139144328,743,1,310.837670384139,159.491394259283,0.214658673296478,66.724001935227,2015-06-27,-7284434.18560217,7254782.17174891,1248020.45832651,171223.551168781,9042.44883121861,1.72916666666667,5.01616989960315,199521.472834153,15949.1394259283,69291.8197401029,23.0173482032218
"77",2667,2809,2001_OR-VAD-180_JACKIE'S BUTTE COMPLEX,OR-VAD-180,JACKIE'S BUTTE COMPLEX,WF,73450,L,true,2001/08/09 00:00:00+00,221,8/12,0,,,,0,,,,,,"ROME, OREGON",OR,580000,2001,,0,0,0,0,0,0,,,2001/08/13 00:00:00+00,,7,,,,,7,724,3,2001/08/10 00:00:00+00,222,244,2001/08/11 00:00:00+00,223,2001/08/12 00:00:00+00,224,25000,2001/08/09 00:00:00+00,221,3,"[nan, nan, nan, nan, nan, nan, nan]",,,0,"[351775, 351776, 351777]",3,"['OR4263511759320010809-JACKIES BUTTE'
 'OR4289011762420010809-JORDAN CREEK' 'OR4303311761220010809-WEST CRATER']",221,225,['Natural'],75423,"[{'ID': 351775, 'MTBS_ID': 'OR4263511759320010809(JACKIES BUTTE)', 'COORDS': (42.629, -117.4971), 'CAUSE': 'Natural', 'SIZE': 67052.0, 'DISC': 221, 'CONT': 225.0}, {'ID': 351776, 'MTBS_ID': 'OR4289011762420010809(JORDAN CREEK)', 'COORDS': (42.8727, -117.6407), 'CAUSE': 'Natural', 'SIZE': 2376.0, 'DISC': 221, 'CONT': 222.0}, {'ID': 351777, 'MTBS_ID': 'OR4303311761220010809(WEST CRATER)', 'COORDS': (43.021, -117.6135), 'CAUSE': 'Natural', 'SIZE': 5995.0, 'DISC': 221, 'CONT': 223.0}]","[(42.629, -117.4971) (42.8727, -117.6407) (43.021, -117.6135)]",1,3,3,351775,42.629,-117.4971,OR4263511759320010809(JACKIES BUTTE),"(42.629, -117.4971)",-117.35,42.6166666666667,OR,,,,,,,,,,2001-08-08,220,8,2001,2001-08-15,8,1051,225.606265634598,131.375,28.2007832043247,729,1,544.332064700285,156.486172833132,0.214658673296478,116.845598841296,2001-08-10,-9631576.4075326,4734360.99383652,135295.313226147,55748.4362696373,17701.5637303627,0.833333333333333,24.100154840521,65253.3742152572,15648.6172833132,22560.6265634598,69.3625118934348
"78",7316,3097,2002_AZ-FTA-251_RODEO/CHEDISKI COMPLEX,AZ-FTA-251,RODEO/CHEDISKI COMPLEX,WF,468638,H,true,2002/06/18 16:12:00+00,169,,0,,,,0,,,,,Navajo,"3 miles west of Show Low  AZ; 3 miles north of Cibecue",AZ,48737663,2002,,0,0,0,31,25,3,,,2002/07/16 18:00:00+00,,34,,13500,1000,7500,279,49808,30,2002/06/29 18:30:00+00,180,4447,2002/06/29 18:30:00+00,180,2002/06/29 18:30:00+00,180,165000,2002/06/25 20:00:00+00,176,11,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,"[302872, 302873]",2,['AZ3423311046320020618-RODEO'],169,178,['Arson/incendiarism'],468863,"[{'ID': 302872, 'MTBS_ID': 'AZ3423311046320020618(RODEO)', 'COORDS': (34.1084, -110.4859), 'CAUSE': 'Arson/incendiarism', 'SIZE': 259158.9, 'DISC': 169, 'CONT': 169.0}, {'ID': 302873, 'MTBS_ID': 'AZ3423311046320020618(RODEO)', 'COORDS': (34.1362, -110.7029), 'CAUSE': 'Arson/incendiarism', 'SIZE': 209704.1, 'DISC': 171, 'CONT': 178.0}]","[(34.1084, -110.4859) (34.1362, -110.7029)]",1,2,1,302872,34.1084,-110.4859,AZ3423311046320020618(RODEO),"(34.1084, -110.4859)",-110.433333,34.098611,AZ,,,,,,,,,,2002-06-17,168,6,2002,2002-07-17,31,8286,1778.66176693461,267.290322580645,57.3761860301488,1490,1,994.021964759836,319.841423211752,0.214658673296478,213.375436182904,2002-06-21,-10143073.6465794,3812832.00066249,535437.500306226,439516.215918378,29121.7840816225,1.50833333333333,6.21413203402679,511477.395119121,31984.1423211752,177866.176693461,17.9821385469467
"79",8222,3911,2002_OR-SIF-003_BISCUIT (FORMERLY FLORENCE),OR-SIF-003,BISCUIT (FORMERLY FLORENCE),WF,499570,L,true,2002/07/13 12:00:00+00,194,2002-09-05 00:00:00,0,,,,0,,,,,"Josephine, Curry",26 mi. Southwest of Grants Pass,OR,152658738,2002,,0,0,0,13,0,4,,,2002/11/08 15:45:00+00,,117,,7469,250,5019,1626,208130,54,2002/08/10 20:00:00+00,222,6886,2002/08/15 00:00:00+00,227,2002/08/20 20:00:00+00,232,70650,2002/07/30 18:00:00+00,211,38,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,[155225],1,['OR4244112390420020713-BISCUIT COMPLEX (BISCUIT)'],194,312,['Natural'],499945,"[{'ID': 155225, 'MTBS_ID': 'OR4244112390420020713(BISCUIT COMPLEX (BISCUIT))', 'COORDS': (42.03888889, -123.91166670000001), 'CAUSE': 'Natural', 'SIZE': 499945.0, 'DISC': 194, 'CONT': 312.0}]","[(42.03888889, -123.91166670000001)]",1,1,1,155225,42.03888889,-123.9116667,OR4244112390420020713(BISCUIT COMPLEX (BISCUIT)),"(42.03888889, -123.91166670000001)",-123.870556,42.412778,OR,,,,,,,,,,2002-07-16,197,7,2002,2002-09-04,51,7850,1685.07058537735,153.921568627451,33.0405997132813,767,1,356.932993630573,164.643202418398,0.214658673296478,76.6187628684789,2002-07-30,-10204694.2378776,4701465.79096303,1003997.96943232,416389.36699967,83180.6330003303,2.66666666666667,16.650445983612,484586.769947858,16464.3202418398,168507.058537735,9.77070063694267
